[runlim] version:		1.10
[runlim] time limit:		1800 seconds
[runlim] real time limit:	1800 seconds
[runlim] space limit:		30000 MB
[runlim] argv[0]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/abw_enc
[runlim] argv[1]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/BenchmarkSets/Benchmarks_Standard/X-can__715.mtx.rnd
[runlim] argv[2]:		--ladder
[runlim] argv[3]:		-symmetry-break
[runlim] argv[4]:		h
[runlim] argv[5]:		-set-lb
[runlim] argv[6]:		134
[runlim] argv[7]:		-set-ub
[runlim] argv[8]:		134
[runlim] start:			Mon Mar 10 02:41:44 2025
[runlim] main pid:		94018
[runlim] log captured:
c LadderEncoder 1.0.
c Symetry breaking in the highest degree node.
c LB is predefined as 134.
c UB is predefined as 134.
c Solving strategy: from LB to UB.
c LB-w = 112 (LB in Sinnl - A note on computational approaches for the antibandwidth problem).
c UB-w = 142 (UB in Sinnl - A note on computational approaches for the antibandwidth problem).
c LB 112 is overwritten with 134.
c UB 142 is overwritten with 134.
c Antibandwidth problem with w = 134 ( X-can__715.mtx.rnd ):
c Initializing CaDiCaL (version 1.2.1).
c	Configuring CaDiCaL as --sat (1).
c Initializing a Ladder encoder with n = 715.
c Encoding starts with w = 134:
c	Encode symmetry breaking with option: h.
c	Labels and Vertices aux var: 74360
c	Labels and Vertices constraints:  1143285
c	Obj k aux var: 884455
c	Obj k constraints: 10462610
c	Obj k glue staircase constraints: 6881175
c	Encoding duration: 5s
c	Number of clauses: 11606252
c	Number of irredundant clauses: 11602062
c	Number of variables: 1470040
c SAT Solving starts:
[runlim] sample:		10.0 time, 10.1 real, 1705.4 MB
[runlim] sample:		20.0 time, 20.1 real, 1728.2 MB
[runlim] sample:		30.0 time, 30.1 real, 1774.0 MB
[runlim] sample:		40.0 time, 40.1 real, 1742.2 MB
[runlim] sample:		50.0 time, 50.1 real, 2005.2 MB
[runlim] sample:		60.0 time, 60.1 real, 1702.5 MB
[runlim] sample:		70.0 time, 70.1 real, 1781.3 MB
[runlim] sample:		80.0 time, 80.1 real, 1745.8 MB
[runlim] sample:		90.0 time, 90.1 real, 1706.5 MB
[runlim] sample:		100.0 time, 100.1 real, 1715.0 MB
[runlim] sample:		110.0 time, 110.1 real, 1712.9 MB
[runlim] sample:		120.0 time, 120.1 real, 1711.9 MB
[runlim] sample:		130.0 time, 130.1 real, 1704.7 MB
[runlim] sample:		140.0 time, 140.1 real, 1716.7 MB
[runlim] sample:		150.0 time, 150.1 real, 1719.7 MB
[runlim] sample:		159.9 time, 160.1 real, 1750.3 MB
[runlim] sample:		169.9 time, 170.1 real, 1759.4 MB
[runlim] sample:		179.9 time, 180.1 real, 1711.7 MB
[runlim] sample:		189.9 time, 190.1 real, 1752.9 MB
[runlim] sample:		199.9 time, 200.1 real, 1754.2 MB
[runlim] sample:		209.9 time, 210.1 real, 1756.8 MB
[runlim] sample:		219.9 time, 220.1 real, 1754.2 MB
[runlim] sample:		229.9 time, 230.1 real, 1771.0 MB
[runlim] sample:		239.9 time, 240.1 real, 1748.4 MB
[runlim] sample:		249.9 time, 250.1 real, 1708.3 MB
[runlim] sample:		259.9 time, 260.1 real, 1723.4 MB
[runlim] sample:		269.9 time, 270.1 real, 1724.6 MB
[runlim] sample:		279.9 time, 280.1 real, 1775.2 MB
[runlim] sample:		289.9 time, 290.1 real, 1738.1 MB
[runlim] sample:		299.9 time, 300.1 real, 1738.1 MB
[runlim] sample:		309.9 time, 310.1 real, 1723.8 MB
[runlim] sample:		319.9 time, 320.1 real, 1730.4 MB
[runlim] sample:		329.9 time, 330.1 real, 1772.3 MB
[runlim] sample:		339.9 time, 340.1 real, 1771.7 MB
[runlim] sample:		349.9 time, 350.1 real, 1766.6 MB
[runlim] sample:		359.9 time, 360.1 real, 1764.8 MB
[runlim] sample:		369.9 time, 370.1 real, 1723.5 MB
[runlim] sample:		379.9 time, 380.1 real, 2131.3 MB
[runlim] sample:		389.9 time, 390.1 real, 1719.9 MB
[runlim] sample:		399.9 time, 400.1 real, 1721.2 MB
[runlim] sample:		409.9 time, 410.1 real, 1729.0 MB
[runlim] sample:		419.9 time, 420.1 real, 1729.0 MB
[runlim] sample:		429.9 time, 430.1 real, 1753.5 MB
[runlim] sample:		439.9 time, 440.1 real, 1764.9 MB
[runlim] sample:		449.9 time, 450.1 real, 1765.7 MB
[runlim] sample:		459.9 time, 460.1 real, 1753.8 MB
[runlim] sample:		469.9 time, 470.1 real, 1741.8 MB
[runlim] sample:		479.9 time, 480.1 real, 1714.0 MB
[runlim] sample:		489.9 time, 490.1 real, 1750.2 MB
[runlim] sample:		499.9 time, 500.1 real, 1750.2 MB
[runlim] sample:		509.9 time, 510.1 real, 1779.1 MB
[runlim] sample:		519.9 time, 520.1 real, 1779.1 MB
[runlim] sample:		529.9 time, 530.1 real, 1759.6 MB
[runlim] sample:		539.9 time, 540.1 real, 1759.6 MB
[runlim] sample:		549.9 time, 550.1 real, 1810.8 MB
[runlim] sample:		559.9 time, 560.1 real, 2076.6 MB
[runlim] sample:		569.9 time, 570.1 real, 1761.6 MB
[runlim] sample:		579.9 time, 580.1 real, 1724.9 MB
[runlim] sample:		589.9 time, 590.1 real, 1724.9 MB
[runlim] sample:		599.9 time, 600.1 real, 1722.6 MB
[runlim] sample:		609.8 time, 610.1 real, 1767.4 MB
[runlim] sample:		619.9 time, 620.1 real, 1767.9 MB
[runlim] sample:		629.8 time, 630.1 real, 1723.1 MB
[runlim] sample:		639.9 time, 640.1 real, 1723.1 MB
[runlim] sample:		649.8 time, 650.1 real, 1729.3 MB
[runlim] sample:		659.8 time, 660.1 real, 1729.3 MB
[runlim] sample:		669.8 time, 670.1 real, 1729.3 MB
[runlim] sample:		679.8 time, 680.1 real, 1729.2 MB
[runlim] sample:		689.8 time, 690.1 real, 1774.9 MB
[runlim] sample:		699.8 time, 700.1 real, 1825.8 MB
[runlim] sample:		709.8 time, 710.1 real, 1825.8 MB
[runlim] sample:		719.8 time, 720.1 real, 1825.8 MB
[runlim] sample:		729.8 time, 730.1 real, 1757.9 MB
[runlim] sample:		739.8 time, 740.1 real, 1757.9 MB
[runlim] sample:		749.8 time, 750.1 real, 1757.9 MB
[runlim] sample:		759.8 time, 760.1 real, 1747.8 MB
[runlim] sample:		769.8 time, 770.1 real, 1817.6 MB
[runlim] sample:		779.8 time, 780.1 real, 1784.5 MB
[runlim] sample:		789.8 time, 790.1 real, 1776.5 MB
[runlim] sample:		799.8 time, 800.1 real, 1776.5 MB
[runlim] sample:		809.8 time, 810.1 real, 1738.6 MB
[runlim] sample:		819.8 time, 820.1 real, 1738.6 MB
[runlim] sample:		829.8 time, 830.1 real, 1738.6 MB
[runlim] sample:		839.8 time, 840.1 real, 1761.5 MB
[runlim] sample:		849.8 time, 850.1 real, 1761.5 MB
[runlim] sample:		859.8 time, 860.1 real, 1810.3 MB
[runlim] sample:		869.8 time, 870.1 real, 1797.9 MB
[runlim] sample:		879.8 time, 880.1 real, 1788.5 MB
[runlim] sample:		889.8 time, 890.1 real, 1752.6 MB
[runlim] sample:		899.8 time, 900.1 real, 1728.5 MB
[runlim] sample:		909.8 time, 910.1 real, 1728.5 MB
[runlim] sample:		919.8 time, 920.1 real, 1728.5 MB
[runlim] sample:		929.8 time, 930.1 real, 1728.5 MB
[runlim] sample:		939.8 time, 940.1 real, 1728.5 MB
[runlim] sample:		949.8 time, 950.1 real, 1807.5 MB
[runlim] sample:		959.8 time, 960.1 real, 1888.3 MB
[runlim] sample:		969.8 time, 970.1 real, 1808.9 MB
[runlim] sample:		979.8 time, 980.1 real, 2098.6 MB
[runlim] sample:		989.8 time, 990.1 real, 1735.7 MB
[runlim] sample:		999.8 time, 1000.1 real, 1735.7 MB
[runlim] sample:		1009.8 time, 1010.1 real, 1734.1 MB
[runlim] sample:		1019.8 time, 1020.1 real, 1734.1 MB
[runlim] sample:		1029.8 time, 1030.1 real, 1772.3 MB
[runlim] sample:		1039.8 time, 1040.1 real, 1772.9 MB
[runlim] sample:		1049.8 time, 1050.1 real, 1853.7 MB
[runlim] sample:		1059.8 time, 1060.1 real, 1953.7 MB
[runlim] sample:		1069.8 time, 1070.1 real, 2160.6 MB
[runlim] sample:		1079.8 time, 1080.1 real, 1923.5 MB
[runlim] sample:		1089.8 time, 1090.1 real, 1926.0 MB
[runlim] sample:		1099.8 time, 1100.1 real, 1940.5 MB
[runlim] sample:		1109.8 time, 1110.1 real, 1940.5 MB
[runlim] sample:		1119.8 time, 1120.1 real, 1965.7 MB
[runlim] sample:		1129.8 time, 1130.1 real, 1965.7 MB
[runlim] sample:		1139.8 time, 1140.1 real, 1965.6 MB
[runlim] sample:		1149.8 time, 1150.1 real, 1975.5 MB
[runlim] sample:		1159.8 time, 1160.1 real, 1927.8 MB
[runlim] sample:		1169.8 time, 1170.1 real, 1951.6 MB
[runlim] sample:		1179.8 time, 1180.1 real, 1951.6 MB
[runlim] sample:		1189.8 time, 1190.1 real, 1927.0 MB
[runlim] sample:		1199.8 time, 1200.1 real, 1927.0 MB
[runlim] sample:		1209.8 time, 1210.1 real, 2265.8 MB
[runlim] sample:		1219.8 time, 1220.1 real, 1932.7 MB
[runlim] sample:		1229.8 time, 1230.1 real, 2261.2 MB
[runlim] sample:		1239.8 time, 1240.1 real, 1932.7 MB
[runlim] sample:		1249.8 time, 1250.1 real, 2259.9 MB
[runlim] sample:		1259.8 time, 1260.1 real, 1943.6 MB
[runlim] sample:		1269.8 time, 1270.1 real, 1943.6 MB
[runlim] sample:		1279.8 time, 1280.1 real, 1948.0 MB
[runlim] sample:		1289.8 time, 1290.1 real, 1948.0 MB
[runlim] sample:		1299.8 time, 1300.1 real, 1969.0 MB
[runlim] sample:		1309.8 time, 1310.1 real, 1968.9 MB
