[runlim] version:		1.10
[runlim] time limit:		1800 seconds
[runlim] real time limit:	1800 seconds
[runlim] space limit:		30000 MB
[runlim] argv[0]:		/home/hvanh28/Minizinc/MiniZincIDE-2.8.6-bundle-linux-x86_64/bin/minizinc
[runlim] argv[1]:		--solver
[runlim] argv[2]:		Chuffed
[runlim] argv[3]:		--time-limit
[runlim] argv[4]:		1800000
[runlim] argv[5]:		--output-to-file
[runlim] argv[6]:		X-can__715-1.log
[runlim] argv[7]:		--output-time
[runlim] argv[8]:		--statistics
[runlim] argv[9]:		CP-MZ-Chuffed.mzn
[runlim] argv[10]:		X-can__715.dzn
[runlim] start:			Sun Oct  6 07:51:44 2024
[runlim] main pid:		446237
[runlim] log captured:
% Generated FlatZinc statistics:
%%%mzn-stat: paths=0
%%%mzn-stat: flatIntVars=6666
%%%mzn-stat: flatIntConstraints=8926
%%%mzn-stat: method="maximize"
%%%mzn-stat: flatTime=0.380453
%%%mzn-stat-end
WARNING: the --time-out flag has recently been changed.The time-out is now provided in milliseconds instead of seconds
[runlim] sample:		10.0 time, 10.0 real, 1572.6 MB
[runlim] sample:		20.0 time, 20.0 real, 1638.4 MB
[runlim] sample:		30.0 time, 30.0 real, 1656.4 MB
[runlim] sample:		40.0 time, 40.0 real, 1668.7 MB
[runlim] sample:		50.0 time, 50.0 real, 1681.0 MB
[runlim] sample:		60.0 time, 60.0 real, 1696.2 MB
[runlim] sample:		70.0 time, 70.0 real, 1705.4 MB
[runlim] sample:		80.0 time, 80.0 real, 1712.9 MB
[runlim] sample:		90.0 time, 90.0 real, 1730.4 MB
[runlim] sample:		100.0 time, 100.0 real, 1739.6 MB
[runlim] sample:		110.0 time, 110.0 real, 1746.5 MB
[runlim] sample:		120.0 time, 120.0 real, 1757.0 MB
[runlim] sample:		130.0 time, 130.0 real, 1764.7 MB
[runlim] sample:		140.0 time, 140.0 real, 1774.5 MB
[runlim] sample:		150.0 time, 150.0 real, 1781.9 MB
[runlim] sample:		159.9 time, 160.0 real, 1789.2 MB
[runlim] sample:		169.9 time, 170.0 real, 1795.2 MB
[runlim] sample:		179.9 time, 180.0 real, 1804.7 MB
[runlim] sample:		189.9 time, 190.0 real, 1816.5 MB
[runlim] sample:		199.9 time, 200.0 real, 1822.0 MB
[runlim] sample:		209.9 time, 210.0 real, 1828.1 MB
