[runlim] version:		1.10
[runlim] time limit:		1800 seconds
[runlim] real time limit:	1800 seconds
[runlim] space limit:		30000 MB
[runlim] argv[0]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/abw_enc
[runlim] argv[1]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/BenchmarkSets/Benchmarks_Standard/P-can__445.mtx.rnd
[runlim] argv[2]:		--ladder
[runlim] argv[3]:		-symmetry-break
[runlim] argv[4]:		h
[runlim] argv[5]:		-set-lb
[runlim] argv[6]:		86
[runlim] argv[7]:		-set-ub
[runlim] argv[8]:		86
[runlim] start:			Mon Feb 24 09:34:11 2025
[runlim] main pid:		8646
[runlim] log captured:
c LadderEncoder 1.0.
c Symetry breaking in the highest degree node.
c LB is predefined as 86.
c UB is predefined as 86.
c Solving strategy: from LB to UB.
c LB-w = 78 (LB in Sinnl - A note on computational approaches for the antibandwidth problem).
c UB-w = 120 (UB in Sinnl - A note on computational approaches for the antibandwidth problem).
c LB 78 is overwritten with 86.
c UB 120 is overwritten with 86.
c Antibandwidth problem with w = 86 ( P-can__445.mtx.rnd ):
c Initializing CaDiCaL (version 1.2.1).
c	Configuring CaDiCaL as --sat (1).
c Initializing a Ladder encoder with n = 445.
c Encoding starts with w = 86:
c	Encode symmetry breaking with option: h.
c	Labels and Vertices aux var: 36490
c	Labels and Vertices constraints:  456570
c	Obj k aux var: 344875
c	Obj k constraints: 3790145
c	Obj k glue staircase constraints: 2396850
c	Encoding duration: 1s
c	Number of clauses: 4246937
c	Number of irredundant clauses: 4245367
c	Number of variables: 579390
c SAT Solving starts:
[runlim] sample:		10.0 time, 10.1 real, 833.9 MB
[runlim] sample:		20.0 time, 20.1 real, 702.8 MB
[runlim] sample:		30.0 time, 30.1 real, 707.4 MB
[runlim] sample:		40.0 time, 40.1 real, 732.8 MB
[runlim] sample:		50.0 time, 50.1 real, 696.3 MB
[runlim] sample:		60.0 time, 60.1 real, 752.6 MB
[runlim] sample:		70.0 time, 70.1 real, 719.4 MB
[runlim] sample:		80.0 time, 80.1 real, 790.3 MB
[runlim] sample:		90.0 time, 90.1 real, 702.2 MB
[runlim] sample:		99.9 time, 100.1 real, 759.9 MB
[runlim] sample:		109.9 time, 110.1 real, 816.1 MB
[runlim] sample:		119.9 time, 120.1 real, 867.0 MB
[runlim] sample:		129.9 time, 130.1 real, 925.6 MB
[runlim] sample:		139.9 time, 140.1 real, 952.3 MB
[runlim] sample:		149.9 time, 150.1 real, 954.3 MB
[runlim] sample:		159.9 time, 160.1 real, 887.3 MB
[runlim] sample:		169.9 time, 170.1 real, 867.6 MB
[runlim] sample:		179.9 time, 180.1 real, 871.6 MB
[runlim] sample:		189.9 time, 190.1 real, 895.5 MB
[runlim] sample:		199.9 time, 200.1 real, 753.2 MB
[runlim] sample:		209.9 time, 210.1 real, 777.0 MB
[runlim] sample:		219.9 time, 220.1 real, 926.2 MB
[runlim] sample:		229.9 time, 230.1 real, 760.7 MB
[runlim] sample:		239.9 time, 240.1 real, 827.0 MB
[runlim] sample:		249.9 time, 250.1 real, 819.4 MB
[runlim] sample:		259.9 time, 260.1 real, 885.7 MB
[runlim] sample:		269.9 time, 270.1 real, 885.7 MB
[runlim] sample:		279.9 time, 280.1 real, 858.8 MB
[runlim] sample:		289.9 time, 290.1 real, 729.1 MB
[runlim] sample:		299.9 time, 300.1 real, 729.1 MB
[runlim] sample:		309.9 time, 310.1 real, 731.6 MB
[runlim] sample:		319.9 time, 320.1 real, 830.0 MB
[runlim] sample:		329.9 time, 330.1 real, 830.0 MB
[runlim] sample:		339.9 time, 340.1 real, 878.4 MB
[runlim] sample:		349.9 time, 350.1 real, 878.4 MB
[runlim] sample:		359.9 time, 360.1 real, 1216.7 MB
[runlim] sample:		369.9 time, 370.1 real, 955.3 MB
[runlim] sample:		379.9 time, 380.1 real, 892.7 MB
[runlim] sample:		389.9 time, 390.1 real, 914.8 MB
[runlim] sample:		399.9 time, 400.1 real, 868.6 MB
[runlim] sample:		409.9 time, 410.1 real, 814.1 MB
[runlim] sample:		419.9 time, 420.1 real, 814.3 MB
[runlim] sample:		429.9 time, 430.1 real, 814.3 MB
[runlim] sample:		439.9 time, 440.1 real, 1020.0 MB
[runlim] sample:		449.9 time, 450.1 real, 1099.2 MB
[runlim] sample:		459.9 time, 460.1 real, 840.6 MB
[runlim] sample:		469.9 time, 470.1 real, 780.3 MB
[runlim] sample:		479.9 time, 480.1 real, 789.4 MB
[runlim] sample:		489.9 time, 490.1 real, 789.4 MB
[runlim] sample:		499.9 time, 500.1 real, 933.1 MB
[runlim] sample:		509.9 time, 510.1 real, 933.1 MB
[runlim] sample:		519.9 time, 520.1 real, 1052.4 MB
[runlim] sample:		529.9 time, 530.1 real, 1093.1 MB
[runlim] sample:		539.9 time, 540.1 real, 903.6 MB
[runlim] sample:		549.9 time, 550.1 real, 903.6 MB
[runlim] sample:		559.9 time, 560.1 real, 943.7 MB
