[runlim] version:		1.10
[runlim] time limit:		1800 seconds
[runlim] real time limit:	1800 seconds
[runlim] space limit:		30000 MB
[runlim] argv[0]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/abw_enc
[runlim] argv[1]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/BenchmarkSets/Benchmarks_Standard/O-impcol_d.mtx.rnd
[runlim] argv[2]:		--ladder
[runlim] argv[3]:		-symmetry-break
[runlim] argv[4]:		h
[runlim] argv[5]:		-set-lb
[runlim] argv[6]:		124
[runlim] argv[7]:		-set-ub
[runlim] argv[8]:		124
[runlim] start:			Fri Mar  7 18:48:07 2025
[runlim] main pid:		23106
[runlim] log captured:
c LadderEncoder 1.0.
c Symetry breaking in the highest degree node.
c LB is predefined as 124.
c UB is predefined as 124.
c Solving strategy: from LB to UB.
c LB-w = 91 (LB in Sinnl - A note on computational approaches for the antibandwidth problem).
c UB-w = 173 (UB in Sinnl - A note on computational approaches for the antibandwidth problem).
c LB 91 is overwritten with 124.
c UB 173 is overwritten with 124.
c Antibandwidth problem with w = 124 ( O-impcol_d.mtx.rnd ):
c Initializing CaDiCaL (version 1.2.1).
c	Configuring CaDiCaL as --sat (1).
c Initializing a Ladder encoder with n = 425.
c Encoding starts with w = 124:
c	Encode symmetry breaking with option: h.
c	Labels and Vertices aux var: 34000
c	Labels and Vertices constraints:  413950
c	Obj k aux var: 282625
c	Obj k constraints: 2675558
c	Obj k glue staircase constraints: 1519133
c	Encoding duration: 0s
c	Number of clauses: 3089720
c	Number of irredundant clauses: 3088313
c	Number of variables: 497250
c SAT Solving starts:
[runlim] sample:		10.0 time, 10.1 real, 546.4 MB
[runlim] sample:		20.0 time, 20.1 real, 589.0 MB
[runlim] sample:		30.0 time, 30.1 real, 576.0 MB
[runlim] sample:		40.0 time, 40.1 real, 531.1 MB
[runlim] sample:		50.0 time, 50.1 real, 577.2 MB
[runlim] sample:		60.0 time, 60.1 real, 529.3 MB
[runlim] sample:		70.0 time, 70.1 real, 555.5 MB
[runlim] sample:		80.0 time, 80.1 real, 583.1 MB
[runlim] sample:		90.0 time, 90.1 real, 584.4 MB
[runlim] sample:		100.0 time, 100.1 real, 584.8 MB
[runlim] sample:		110.0 time, 110.1 real, 584.2 MB
[runlim] sample:		120.0 time, 120.1 real, 581.9 MB
[runlim] sample:		130.0 time, 130.1 real, 559.6 MB
[runlim] sample:		140.0 time, 140.1 real, 592.6 MB
[runlim] sample:		150.0 time, 150.1 real, 593.1 MB
[runlim] sample:		160.0 time, 160.1 real, 592.3 MB
[runlim] sample:		170.0 time, 170.1 real, 684.6 MB
[runlim] sample:		180.0 time, 180.1 real, 620.6 MB
[runlim] sample:		190.0 time, 190.1 real, 627.5 MB
[runlim] sample:		200.0 time, 200.1 real, 639.3 MB
[runlim] sample:		210.0 time, 210.1 real, 642.5 MB
[runlim] sample:		220.0 time, 220.1 real, 650.2 MB
[runlim] sample:		230.0 time, 230.1 real, 649.7 MB
[runlim] sample:		240.0 time, 240.1 real, 668.7 MB
[runlim] sample:		250.0 time, 250.1 real, 654.7 MB
[runlim] sample:		260.0 time, 260.1 real, 669.0 MB
[runlim] sample:		270.0 time, 270.1 real, 799.3 MB
[runlim] sample:		280.0 time, 280.1 real, 664.8 MB
[runlim] sample:		290.0 time, 290.1 real, 664.8 MB
[runlim] sample:		300.0 time, 300.1 real, 669.9 MB
[runlim] sample:		310.0 time, 310.1 real, 667.2 MB
[runlim] sample:		320.0 time, 320.1 real, 667.4 MB
[runlim] sample:		330.0 time, 330.1 real, 667.4 MB
[runlim] sample:		340.0 time, 340.1 real, 670.9 MB
[runlim] sample:		350.0 time, 350.1 real, 676.1 MB
[runlim] sample:		360.0 time, 360.1 real, 696.2 MB
[runlim] sample:		370.0 time, 370.1 real, 657.8 MB
[runlim] sample:		380.0 time, 380.1 real, 663.8 MB
[runlim] sample:		390.0 time, 390.1 real, 665.5 MB
[runlim] sample:		400.0 time, 400.1 real, 657.6 MB
[runlim] sample:		410.0 time, 410.1 real, 668.1 MB
[runlim] sample:		420.0 time, 420.1 real, 668.1 MB
[runlim] sample:		430.0 time, 430.1 real, 720.3 MB
[runlim] sample:		439.9 time, 440.1 real, 720.3 MB
[runlim] sample:		450.0 time, 450.1 real, 682.4 MB
[runlim] sample:		460.0 time, 460.1 real, 677.8 MB
[runlim] sample:		469.9 time, 470.1 real, 666.8 MB
[runlim] sample:		479.9 time, 480.1 real, 666.8 MB
[runlim] sample:		489.9 time, 490.1 real, 674.4 MB
[runlim] sample:		499.9 time, 500.1 real, 679.8 MB
[runlim] sample:		509.9 time, 510.1 real, 695.6 MB
[runlim] sample:		519.9 time, 520.1 real, 695.6 MB
[runlim] sample:		529.9 time, 530.1 real, 680.9 MB
[runlim] sample:		539.9 time, 540.1 real, 680.9 MB
[runlim] sample:		549.9 time, 550.1 real, 746.7 MB
[runlim] sample:		559.9 time, 560.1 real, 669.2 MB
[runlim] sample:		569.9 time, 570.1 real, 669.2 MB
[runlim] sample:		579.9 time, 580.1 real, 672.9 MB
[runlim] sample:		589.9 time, 590.1 real, 697.3 MB
[runlim] sample:		599.9 time, 600.1 real, 678.0 MB
[runlim] sample:		609.9 time, 610.1 real, 678.0 MB
[runlim] sample:		619.9 time, 620.1 real, 671.5 MB
[runlim] sample:		629.9 time, 630.1 real, 802.3 MB
[runlim] sample:		639.9 time, 640.1 real, 687.7 MB
[runlim] sample:		649.9 time, 650.1 real, 687.7 MB
[runlim] sample:		659.9 time, 660.1 real, 687.7 MB
[runlim] sample:		669.9 time, 670.1 real, 687.7 MB
[runlim] sample:		679.9 time, 680.1 real, 709.0 MB
[runlim] sample:		689.9 time, 690.1 real, 713.5 MB
[runlim] sample:		699.9 time, 700.1 real, 632.5 MB
[runlim] sample:		709.9 time, 710.1 real, 648.2 MB
[runlim] sample:		719.9 time, 720.1 real, 650.7 MB
[runlim] sample:		729.9 time, 730.1 real, 664.3 MB
[runlim] sample:		739.9 time, 740.1 real, 688.1 MB
[runlim] sample:		749.9 time, 750.1 real, 688.1 MB
[runlim] sample:		759.9 time, 760.1 real, 679.2 MB
[runlim] sample:		769.9 time, 770.1 real, 669.6 MB
[runlim] sample:		779.9 time, 780.1 real, 661.1 MB
[runlim] sample:		789.9 time, 790.1 real, 661.1 MB
[runlim] sample:		799.9 time, 800.1 real, 686.3 MB
[runlim] sample:		809.9 time, 810.1 real, 686.3 MB
[runlim] sample:		819.9 time, 820.1 real, 687.5 MB
[runlim] sample:		829.9 time, 830.1 real, 671.1 MB
[runlim] sample:		839.9 time, 840.1 real, 678.5 MB
[runlim] sample:		849.9 time, 850.1 real, 678.5 MB
[runlim] sample:		859.9 time, 860.1 real, 667.1 MB
