[runlim] version:		1.10
[runlim] time limit:		1800 seconds
[runlim] real time limit:	1800 seconds
[runlim] space limit:		30000 MB
[runlim] argv[0]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/abw_enc
[runlim] argv[1]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/BenchmarkSets/Benchmarks_Standard/P-can__445.mtx.rnd
[runlim] argv[2]:		--ladder
[runlim] argv[3]:		-symmetry-break
[runlim] argv[4]:		h
[runlim] argv[5]:		-set-lb
[runlim] argv[6]:		97
[runlim] argv[7]:		-set-ub
[runlim] argv[8]:		97
[runlim] start:			Sat Mar  8 04:01:04 2025
[runlim] main pid:		38589
[runlim] log captured:
c LadderEncoder 1.0.
c Symetry breaking in the highest degree node.
c LB is predefined as 97.
c UB is predefined as 97.
c Solving strategy: from LB to UB.
c LB-w = 78 (LB in Sinnl - A note on computational approaches for the antibandwidth problem).
c UB-w = 120 (UB in Sinnl - A note on computational approaches for the antibandwidth problem).
c LB 78 is overwritten with 97.
c UB 120 is overwritten with 97.
c Antibandwidth problem with w = 97 ( P-can__445.mtx.rnd ):
c Initializing CaDiCaL (version 1.2.1).
c	Configuring CaDiCaL as --sat (1).
c Initializing a Ladder encoder with n = 445.
c Encoding starts with w = 97:
c	Encode symmetry breaking with option: h.
c	Labels and Vertices aux var: 36490
c	Labels and Vertices constraints:  454345
c	Obj k aux var: 322625
c	Obj k constraints: 3649093
c	Obj k glue staircase constraints: 2327888
c	Encoding duration: 1s
c	Number of clauses: 4103660
c	Number of irredundant clauses: 4102233
c	Number of variables: 557140
c SAT Solving starts:
[runlim] sample:		10.0 time, 10.3 real, 682.7 MB
[runlim] sample:		20.0 time, 20.3 real, 725.2 MB
[runlim] sample:		30.0 time, 30.3 real, 717.9 MB
[runlim] sample:		40.0 time, 40.3 real, 767.9 MB
[runlim] sample:		50.0 time, 50.3 real, 693.1 MB
[runlim] sample:		60.0 time, 60.3 real, 718.9 MB
[runlim] sample:		70.0 time, 70.3 real, 690.2 MB
[runlim] sample:		80.0 time, 80.3 real, 760.9 MB
[runlim] sample:		90.0 time, 90.3 real, 832.7 MB
[runlim] sample:		100.0 time, 100.3 real, 842.9 MB
[runlim] sample:		110.0 time, 110.3 real, 905.8 MB
[runlim] sample:		120.0 time, 120.3 real, 875.2 MB
[runlim] sample:		130.0 time, 130.3 real, 875.0 MB
[runlim] sample:		140.0 time, 140.3 real, 928.1 MB
[runlim] sample:		150.0 time, 150.3 real, 870.8 MB
[runlim] sample:		160.0 time, 160.3 real, 917.7 MB
[runlim] sample:		170.0 time, 170.3 real, 736.3 MB
[runlim] sample:		180.0 time, 180.3 real, 738.9 MB
[runlim] sample:		190.0 time, 190.3 real, 770.0 MB
[runlim] sample:		200.0 time, 200.3 real, 770.0 MB
[runlim] sample:		210.0 time, 210.3 real, 986.8 MB
[runlim] sample:		220.0 time, 220.3 real, 1025.0 MB
[runlim] sample:		230.0 time, 230.3 real, 1129.2 MB
[runlim] sample:		240.0 time, 240.3 real, 1325.5 MB
[runlim] sample:		250.0 time, 250.3 real, 1325.5 MB
[runlim] sample:		260.0 time, 260.3 real, 1231.1 MB
[runlim] sample:		270.0 time, 270.3 real, 1231.1 MB
[runlim] sample:		280.0 time, 280.3 real, 1087.9 MB
[runlim] sample:		290.0 time, 290.3 real, 1054.2 MB
[runlim] sample:		299.9 time, 300.3 real, 1054.2 MB
[runlim] sample:		309.9 time, 310.3 real, 1176.0 MB
[runlim] sample:		319.9 time, 320.3 real, 1176.0 MB
[runlim] sample:		330.0 time, 330.3 real, 1216.8 MB
[runlim] sample:		340.0 time, 340.3 real, 1216.8 MB
[runlim] sample:		350.0 time, 350.3 real, 1216.8 MB
[runlim] sample:		360.0 time, 360.3 real, 1343.3 MB
[runlim] sample:		370.0 time, 370.3 real, 1344.5 MB
[runlim] sample:		380.0 time, 380.3 real, 1344.5 MB
[runlim] sample:		390.0 time, 390.3 real, 994.3 MB
[runlim] sample:		399.9 time, 400.3 real, 947.3 MB
[runlim] sample:		409.9 time, 410.3 real, 944.9 MB
[runlim] sample:		419.9 time, 420.3 real, 944.9 MB
[runlim] sample:		429.9 time, 430.3 real, 1151.2 MB
[runlim] sample:		439.9 time, 440.3 real, 1001.2 MB
[runlim] sample:		449.9 time, 450.3 real, 1001.2 MB
[runlim] sample:		460.0 time, 460.3 real, 1001.2 MB
[runlim] sample:		470.0 time, 470.3 real, 1001.2 MB
[runlim] sample:		479.9 time, 480.3 real, 1156.7 MB
[runlim] sample:		489.9 time, 490.3 real, 1156.7 MB
[runlim] sample:		499.9 time, 500.3 real, 1156.7 MB
[runlim] sample:		509.9 time, 510.3 real, 1321.3 MB
[runlim] sample:		520.0 time, 520.3 real, 1321.3 MB
[runlim] sample:		530.0 time, 530.3 real, 1237.0 MB
[runlim] sample:		540.0 time, 540.3 real, 1266.8 MB
[runlim] sample:		550.0 time, 550.3 real, 1039.6 MB
[runlim] sample:		560.0 time, 560.3 real, 927.4 MB
[runlim] sample:		570.0 time, 570.3 real, 927.4 MB
[runlim] sample:		580.0 time, 580.3 real, 1102.5 MB
[runlim] sample:		590.0 time, 590.3 real, 987.9 MB
[runlim] sample:		600.0 time, 600.3 real, 987.9 MB
[runlim] sample:		610.0 time, 610.3 real, 987.9 MB
[runlim] sample:		620.0 time, 620.3 real, 1268.3 MB
[runlim] sample:		630.0 time, 630.3 real, 1268.3 MB
[runlim] sample:		639.9 time, 640.3 real, 1180.2 MB
[runlim] sample:		649.9 time, 650.3 real, 1180.2 MB
[runlim] sample:		659.9 time, 660.3 real, 1204.1 MB
[runlim] sample:		669.9 time, 670.3 real, 1405.1 MB
[runlim] sample:		679.9 time, 680.3 real, 1045.2 MB
[runlim] sample:		689.9 time, 690.3 real, 1074.8 MB
[runlim] sample:		699.9 time, 700.3 real, 1050.3 MB
[runlim] sample:		709.9 time, 710.3 real, 980.6 MB
[runlim] sample:		719.9 time, 720.3 real, 980.7 MB
[runlim] sample:		729.9 time, 730.3 real, 1002.8 MB
[runlim] sample:		739.9 time, 740.3 real, 1012.2 MB
[runlim] sample:		749.9 time, 750.3 real, 1012.2 MB
[runlim] sample:		759.9 time, 760.3 real, 995.7 MB
[runlim] sample:		769.9 time, 770.3 real, 995.7 MB
[runlim] sample:		779.9 time, 780.3 real, 990.7 MB
[runlim] sample:		789.9 time, 790.3 real, 977.8 MB
